Survived,Sex,Type,Big_Family,Baby,Elder,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Military,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Title_Royal,Family_Survival_0.0,Family_Survival_0.5,Family_Survival_1.0,Age,Fare
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.49477579030147645
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8509607038027373,-0.424647213029046
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.0971972301378154,-0.6740945623870813
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.5033401910401926,-0.38958292439283077
0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.29692851954881144,-0.31391788049362945
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.7743476775592801,-0.3216836976821133
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.7894015722189677,-0.5073841702995092
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.3036089016291965,-0.5169216568085598
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5169216568085598
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.3036089016291965,-0.5555735758189224
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.8509607038027373,-0.43202916853140705
0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.528111151224202,-0.670492695384465
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.5132306790573793
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0573723752941184,0.7990152588643401
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.17381025638127234,-0.12936899293460186
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2.0423184806344308,1.198615274118151
1.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,1.5315709950966465
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.6662833090514286,-0.31391788049362945
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.20458982217315713,-0.5553668810648564
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.6512294143917412,-0.5769000452652437
0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.281874624889124,-0.6562560669156257
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.5553668810648564
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.38022192787265346,1.8637589927028961
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.8111358489590402,1.99202046955642
0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.7127885459755108,-0.7457622773817539
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,0.9573139126569714
1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6880175857915011,-0.7138771509152222
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.17381025638127234,-0.31391788049362945
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.48678113249241933
1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.9125198353865067,-0.5040032346794279
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.35848765113258096,-0.4495613128495147
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.010867138370036248,-0.31391788049362945
0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.9740789669702763,-0.6562560669156257
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.6662833090514286,-0.31391788049362945
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.35848765113258096,-0.555521902130406
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.010867138370036248,-0.5677113561536797
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.4200467827163505,-0.5243036123109208
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.9079309930960602,-0.37543417634663867
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.11225112479750282,-0.6285737337817715
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.424647213029046
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.17381025638127234,-0.3877374355172405
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5141534234951743
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.2353693879650419,0.6494273125644946
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.9125198353865067,-0.31391788049362945
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.07242626995380579,-0.5040032346794279
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.9740789669702763,-0.5815137674542195
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.5431650458838896,2.1467339536267387
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.48160591430012,-0.49477579030147645
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.17381025638127234,-0.49477579030147645
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7278424406351982,-0.5092296591750995
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.8726949805428097,1.168932431043157
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.35848765113258096,-0.7093138720888461
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.6729636911318138,-0.5538314343203653
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2.4116732701370482,1.4691344154576764
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.5431650458838896,1.2495175482846823
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.13398540153757532,-0.24009832547001841
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.13398540153757532,-0.12936899293460186
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.2353693879650419,-0.5061587656861173
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.6662833090514286,1.7636412212021235
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.07242626995380579,-0.45017401515621075
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.31866279628888394,-0.5040032346794279
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.5061587656861173
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.6662833090514286,-0.5243036123109208
1.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5150761679329695
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.38022192787265346,-0.5061587656861173
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7127885459755108,-0.49477579030147656
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.9342541121265793,0.8302852223723416
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.0664176643459307,-0.555521902130406
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.49477579030147645
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.7278424406351982,-0.36374608013456694
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.9125198353865067,-0.5553705720426076
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.5040032346794279
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2.3808937043451635,-0.5169216568085598
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.17381025638127234,-0.31391788049362945
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.48160591430012,5.001601896787863
0.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.8359068091430497,-0.7592079820467688
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.6662833090514286,-0.31391788049362945
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.04164670416192102,0.02088332936045597
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.04164670416192102,-0.12936899293460186
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1.365168033212966,1.7636412212021235
1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.2203154933053544,-0.6740945623870813
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5169216568085598
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.48160591430012,-0.5618260921294224
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.7127885459755108,-0.5388632892134111
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8111358489590402,-0.5741318119518584
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.07242626995380579,-0.5061587656861173
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7278424406351982,-0.5685953453250875
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.9342541121265793,-0.5538314343203653
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.17381025638127234,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.4200467827163505,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.5431650458838896,0.02165105273270157
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.7894015722189677,0.8511983023105306
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.31866279628888394,0.8708859776353277
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.9740789669702763,-0.7488368618484874
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.48160591430012,1.8342311706934518
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.8355709209067949,-0.7138771509152222
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.604724177467659,-0.5169216568085598
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.48160591430012,-0.5040032346794279
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.5907412118321708
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.8509607038027373,-0.24009832547001841
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.7894015722189677,-0.41080604646211893
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.29692851954881144,-0.5135407211884784
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.4049928880566631,-0.5815137674542195
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.28788323049699915,-0.4492537313702497
0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.6264584542077316,-0.12936899293460186
0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.1804906384616574,-0.16443328157081707
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.604724177467659,1.369167974044702
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.4575067305886202,-0.49477579030147645
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.5341197568320772,-0.7322286922940919
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5492177121313896
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.1804906384616574,1.1764694076110678
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.9740789669702763,-0.5181544433774541
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.49477579030147645
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.4495613128495147
0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.6880175857915011,-0.6222822944331683
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.7495767173752707,-0.49477579030147645
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.5033401910401926,-0.5076942124306084
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.35848765113258096,-0.5150761679329695
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.9125198353865067,-0.4495613128495147
0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.8974659407268193,-0.670492695384465
1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.4049928880566631,-0.5839744192883398
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.8355709209067949,0.9410145549077581
0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.8111358489590402,-0.7457622773817539
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,0.8247487557455707
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.2353693879650419,-0.5677113561536797
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.7960819542993527,1.3839318850494244
0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.7127885459755108,-0.7306907848977667
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.8974659407268193,-0.8150714575934224
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.5040032346794279
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.488286296380505,1.176927088852214
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8509607038027373,-0.5092296591750995
0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.6880175857915011,-0.7130351158575863
0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.1189315068778878,1.0305207653738864
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.12936899293460186
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.25710366470511437,-1.0890232082415452
0.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7127885459755108,-0.6222822944331683
0.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,0.0219610948638008
0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.4049928880566631,-0.7580215963410322
1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.8974659407268193,-0.3692825467613377
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.7127885459755108,-0.5470646417765344
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,2.6019545429390063
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.8355709209067949,-0.5169216568085598
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8111358489590402,0.8708859776353277
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5033401910401926,-0.5169216568085598
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.25710366470511437,-0.5061587656861173
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.010867138370036248,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.12936899293460186
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.7894015722189677,-0.5092296591750995
1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.7743476775592801,-0.4492537313702497
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.7495767173752707,0.9573139126569714
1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.6114045595480442,2.516343544326291
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5169216568085598
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.6264584542077316,-0.4686289039121135
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5169216568085598
0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.48160591430012,-0.12936899293460186
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.3877374355172405
0.0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.3036089016291965,-0.6222822944331683
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.13398540153757532,-0.6095061427191727
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8419154147509249,-0.5556769231959556
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8509607038027373,-0.49477579030147645
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.8359068091430497,-0.70285466102428
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.010867138370036248,-0.5040032346794279
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.35848765113258096,-0.3955807632384991
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.9740789669702763,-0.5169216568085598
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5033401910401926,1.199382997490397
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.48160591430012,-0.5685953453250875
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.19554453312134484,-0.31391788049362945
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.5538314343203653
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5169216568085598
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.050691993213733286,1.6982801568583012
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.29692851954881144,-0.5040032346794279
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.6264584542077316,-0.09245921542279635
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.010867138370036248,1.726886464755868
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.31391788049362945
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.9740789669702763,-0.49477579030147645
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.29692851954881144,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.1804906384616574,-0.49477579030147645
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.38022192787265346,2.232856767820951
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.39881036877078213
1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.31391788049362945
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6970628748433134,-0.5538314343203653
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.8509607038027373,-0.12936899293460186
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7127885459755108,-0.7130351158575863
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.19554453312134484,1.99202046955642
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.17381025638127234,-0.5150761679329695
